StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,ic,Q1,att_1,att_2,comp_1,comp_2,auto_1,auto_1_ad,ad_1,resp_software1_10,resp_human1_10,liable_firm1_1,liable_human1_1,liab_text1,comp_3,co_1,co_1_ad,ad_2,resp_software2_10,resp_human2_10,liab_firm2_1,liab_human2_1,liab_text2,comp_4,gender,gender_4_TEXT,ethnicity,ethnicity_6_TEXT,age,education,education_8_TEXT,license,ai_knowledge_1,PROLIFIC_PID
2023-10-16 14:51:56,2023-10-16 14:56:17,0,99.145.17.67,100,260,1,2023-10-16 14:56:18,R_2DUGScWTmbL4jxa,,,,,36.0014,-83.9125,anonymous,EN,1,5f99dafa8e84910baf8acc99,2,2,2,4,5,,,30,80,30,80,"Regardless of whether the car is able to drive itself, it is the driver's duty to be alert while it is doing so. If he hadn't checked his phone he would have been able to see the stop sign and would have stopped. ",2,,,,,,,,,,1,,3,,26,3,,1,20,5f99dafa8e84910baf8acc99
2023-10-16 14:53:07,2023-10-16 14:56:23,0,107.77.232.128,100,196,1,2023-10-16 14:56:24,R_d4fe8z1KeJeDQhb,,,,,33.7485,-84.3871,anonymous,EN,1,63d82e03cc22fd09e7629047,2,2,2,4,,,,,,,,,,,2,1,100,70,100,38,The company is more liable because it was the responsibility of the Copilot to stop at the stop sign.,1,1,,2,,31,4,,1,50,63d82e03cc22fd09e7629047
2023-10-16 14:52:11,2023-10-16 14:57:18,0,24.189.80.126,100,306,1,2023-10-16 14:57:18,R_22ynrNnpSAWrRTk,,,,,40.9355,-73.7603,anonymous,EN,1,5f55703988e3f3145f5bb48a,2,2,3,4,,4,1,50,86,61,97,The human driver is more liable for the accident because they were in the vehicle not paying attention.,2,,,,,,,,,,2,,4,,31,1,,1,66,5f55703988e3f3145f5bb48a
2023-10-16 14:54:42,2023-10-16 14:57:25,0,73.120.215.75,100,163,1,2023-10-16 14:57:25,R_2verqrxsyAjeaUP,,,,,41.7797,-87.872,anonymous,EN,1,62f7f962dab1139e741e5207,2,2,2,4,,,,,,,,,,4,,,43,55,63,55,"While humans still need to pay attention to what is going on when dealing with self driving or decisions made by machines, in general I think the company will ultimately be liable due to the quality of the software.",2,1,,3,,33,5,,1,61,62f7f962dab1139e741e5207
2023-10-16 14:51:13,2023-10-16 14:57:30,0,71.176.33.93,100,377,1,2023-10-16 14:57:31,R_2az4bEYQhFT5o3g,,,,,37.0578,-76.46,anonymous,EN,1,63136677f717f899a9d12cbc,2,2,2,4,,,,,,,,,,,6,1,80,10,97,63,Aeon is liable because they are known for their copilot system and if that was turned on when the accident happened then its on the company for what happened.,1,1,,3,,33,3,,1,11,63136677f717f899a9d12cbc
2023-10-16 14:53:00,2023-10-16 14:57:36,0,73.213.18.84,100,275,1,2023-10-16 14:57:36,R_3q8AOu5fqKRzGdz,,,,,39.5493,-76.123,anonymous,EN,1,5e45477286e27102354a420b,2,2,2,4,,,,,,,,,,5,,,85,70,85,75,"I think ultimately, the company is at fault, because it somehow missed a stop sign, one of the most common things to come across and obey. At the same time, the human driver should still be paying attention to what is going on, especially when auto-pilot tech is still pretty new.",1,1,,3,,26,1,,1,80,5e45477286e27102354a420b
2023-10-16 14:52:25,2023-10-16 14:58:00,0,99.149.217.113,100,335,1,2023-10-16 14:58:01,R_3HqsCxrHy4zp8eu,,,,,38.8113,-121.2643,anonymous,EN,1,5a6c076fd5d4cb0001d65a17,2,2,2,4,,4,1,75,75,75,75,"I believe they are equally responsible. There is a sense of safety given to the human of what the car will do on it's own. While at the same time, I think the human should still be paying attention just in case.",2,,,,,,,,,,2,,3,,48,3,,1,50,5a6c076fd5d4cb0001d65a17
2023-10-16 14:53:23,2023-10-16 14:58:07,0,73.217.226.182,100,284,1,2023-10-16 14:58:08,R_3qWqvdjRbvPouGu,,,,,39.0715,-94.357,anonymous,EN,1,5dfbb9eaae7b308dbf97a681,2,2,2,4,,3,1,80,30,81,20,"The company is more liable, because (if I understand it correctly) the car was on autopilot, which seems like something that should be reliable and safe if it's being released on the market.",2,,,,,,,,,,2,,3,,57,4,,1,40,5dfbb9eaae7b308dbf97a681
2023-10-16 14:54:37,2023-10-16 14:58:17,0,50.222.161.234,100,219,1,2023-10-16 14:58:17,R_UWNEYOH1AxE38zv,,,,,40.7053,-74.0866,anonymous,EN,1,5c48d9b3cd853b0001287890,1,2,2,4,5,,,52,75,51,75,"At the end of the day the human is operating the car and should be able to override it. They should always be paying attention. ",2,,,,,,,,,,1,,3,,32,4,,1,40,5c48d9b3cd853b0001287890
2023-10-16 14:53:20,2023-10-16 14:58:43,0,72.206.108.25,100,323,1,2023-10-16 14:58:44,R_3e2gJw2ni2vaPLt,,,,,41.263,-95.9623,anonymous,EN,1,5ca62f5c6c03070001147eec,2,2,2,4,,,,,,,,,,2,,,70,75,60,65,"Depending on how Aeon was advertised would depend on the answer.  If the company stated that you can text and let their copilot take over, than Aeon is responsible.    If not, then the human is responsible.",1,2,,3,,48,5,,1,35,5ca62f5c6c03070001147eec
2023-10-16 14:56:28,2023-10-16 14:58:55,0,66.52.57.88,100,146,1,2023-10-16 14:58:56,R_3eaVu8JeLZHkZ2j,,,,,33.1452,-97.0699,anonymous,EN,1,5d9b866189c03c001540eff1,2,2,2,4,,,,,,,,,,4,,,91,62,95,28,"I feel like the copilot should at least have some notification when not stopping, it seems like a technical error. ",1,2,,3,,33,3,,1,52,5d9b866189c03c001540eff1
2023-10-16 14:56:02,2023-10-16 14:59:07,0,172.56.168.211,100,184,1,2023-10-16 14:59:08,R_bNJkRvzL90uXH4l,,,,,38.581,-121.4939,anonymous,EN,1,60fef85f6fda697c05a9f843,2,2,2,4,,,,,,,,,,3,,,60,60,64,50,"I think Aeon because they are selling a car that is meant to watch out for the human driver and in this case they failed at their job. ",1,2,,3,,32,3,,1,6,60fef85f6fda697c05a9f843
2023-10-16 14:56:55,2023-10-16 14:59:37,0,75.109.89.239,100,161,1,2023-10-16 14:59:37,R_vDlUlLEaOoant2F,,,,,38.375,-81.8313,anonymous,EN,1,587305bbdb3e720001e231cf,2,2,1,4,,4,1,65,100,65,0,"I think the company would be more liable due to faulty AI.
",2,,,,,,,,,,1,,3,,27,1,,2,40,587305bbdb3e720001e231cf
2023-10-16 14:55:25,2023-10-16 14:59:53,0,174.68.167.114,100,267,1,2023-10-16 14:59:54,R_3QEqrlfwI5BDT7N,,,,,36.175,-115.1372,anonymous,EN,1,5eb1d2449a1e7912cdb016e2,2,1,2,4,,3,1,19,100,17,94,"the human shouldnt be checking his texts while driving
",3,,,,,,,,,,1,,4,,34,1,,1,74,5eb1d2449a1e7912cdb016e2
2023-10-16 14:48:31,2023-10-16 14:59:58,0,108.7.222.53,100,686,1,2023-10-16 14:59:59,R_3Ok9mqMLQe2A9Mm,,,,,42.366,-71.2271,anonymous,EN,1,5d51444f292b750001583e28,2,2,2,4,4,,,75,20,60,10,"The driver expected the autopilot to complete the task without any difficulty. ",3,,,,,,,,,,1,,3,,27,5,,1,65,5d51444f292b750001583e28
2023-10-16 14:57:26,2023-10-16 15:00:00,0,174.63.55.62,100,154,1,2023-10-16 15:00:01,R_2RNRP9FqyE5NrUt,,,,,38.8054,-104.7408,anonymous,EN,1,61524fadb6efaee2aa111cb3,2,2,2,4,4,,,81,51,64,40,"the company, because the system was supposed to take care of driving",2,,,,,,,,,,2,,3,,40,3,,2,61,61524fadb6efaee2aa111cb3
2023-10-16 14:54:23,2023-10-16 15:00:06,0,172.58.147.222,100,343,1,2023-10-16 15:00:06,R_3F9fTpqmAYvx7gt,,,,,36.1671,-86.7861,anonymous,EN,1,60395519f1306927db42eb3a,2,2,2,4,,,,,,,,,,2,,,40,70,30,61,even if the car is driving itself the driver behind the wheel still has to pay attention,1,1,,3,,42,1,,1,40,60395519f1306927db42eb3a
2023-10-16 14:55:24,2023-10-16 15:00:08,0,76.135.130.92,100,284,1,2023-10-16 15:00:09,R_vODj3tkq0iOQG2t,,,,,48.799,-122.4499,anonymous,EN,1,5da7a232f40dea00160436a7,2,2,2,4,,,,,,,,,,4,,,30,71,69,91,"The copilot system did not do what it was supposed to do, so I think Aeon is slightly more liable.",1,2,,2,,22,4,,1,11,5da7a232f40dea00160436a7
2023-10-16 14:53:30,2023-10-16 15:00:28,0,69.242.223.145,100,417,1,2023-10-16 15:00:29,R_3fl37EQrEguohX9,,,,,42.3363,-83.1348,anonymous,EN,1,622e06e4046635b0eb64f103,2,2,2,4,,5,1,90,50,90,50,"Aeon is more liable because it's autopilot was on, but it still didn't recognize the stop sign, leading to the accident.",2,,,,,,,,,,2,,6,Native American,56,4,,1,50,622e06e4046635b0eb64f103
2023-10-16 14:54:32,2023-10-16 15:00:54,0,50.24.81.210,100,382,1,2023-10-16 15:00:55,R_2RacmsfYHcVvMey,,,,,30.0529,-95.1783,anonymous,EN,1,651b57d9423319b9c88c9f0f,2,2,2,4,,4,1,0,100,0,100,My opinions are based on the assumption that the human driver can override the autopilot at any time just by pressing a pedal or taking the wheel.  The human driver is ultimately responsible for the accident since he was not paying attention to override the autopilot actions.,2,,,,,,,,,,2,,3,,51,4,,1,60,651b57d9423319b9c88c9f0f
2023-10-16 14:57:54,2023-10-16 15:01:16,0,69.121.216.197,100,202,1,2023-10-16 15:01:17,R_2y2w5NO8gMYX0f8,,,,,40.8771,-73.0885,anonymous,EN,1,651d649c3b7008cd1a12f04d,2,1,2,4,,,,,,,,,,4,,,91,60,90,35,"I believe that both the company and the human driver are responsible for the crash, but the comoany is more liable for the accident because the copilot program is put into place to prevent things like this from happening ",2,1,,4,,27,5,,1,25,651d649c3b7008cd1a12f04d
2023-10-16 14:54:14,2023-10-16 15:01:31,0,76.87.205.11,100,436,1,2023-10-16 15:01:32,R_2yqoL2TLT0kV9FH,,,,,34.1371,-117.6599,anonymous,EN,1,6123ffd66668fe39928e28b0,2,2,2,4,,,,,,,,,,2,,,20,86,22,79,"The human is still the ultimate driver. Also he texted and drove. ",1,1,,3,,36,4,,1,11,6123ffd66668fe39928e28b0
2023-10-16 14:55:20,2023-10-16 15:01:59,0,184.56.162.235,100,398,1,2023-10-16 15:02:00,R_2YbxF4nowhdvOgh,,,,,37.6451,-84.7703,anonymous,EN,1,5589a860fdf99b11b2d0404d,2,2,1,4,,4,1,80,65,80,65,"A machine is less likely to make a mistake. ",2,,,,,,,,,,1,,3,,41,3,,1,55,5589a860fdf99b11b2d0404d
2023-10-16 14:57:04,2023-10-16 15:02:05,0,136.24.85.122,100,300,1,2023-10-16 15:02:05,R_3lS9nvb27DYXWSF,,,,,37.7797,-122.4159,anonymous,EN,1,6089f9395df63122851cd89c,2,2,2,4,,,,,,,,,,,3,1,15,85,15,85,"As the person in the car can control and override the copilot, they are ultimately responsible for an accident.  Especially an accident caused by them looking away from the road.",1,1,,3,,34,4,,1,20,6089f9395df63122851cd89c
2023-10-16 15:00:25,2023-10-16 15:02:56,0,128.187.112.18,100,151,1,2023-10-16 15:02:56,R_3lzyXflWpuAERWG,,,,,40.2584,-111.6591,anonymous,EN,1,634865f77fe29563ec6f621c,2,2,2,4,4,,,80,79,80,80,"I think everyone who agrees to use this type of technology is responsible for what happens with or because of it ",2,,,,,,,,,,1,,4,,31,6,,1,60,634865f77fe29563ec6f621c
2023-10-16 15:00:12,2023-10-16 15:02:58,0,76.184.54.177,100,165,1,2023-10-16 15:02:59,R_1jlXtpH6Ix0LvSL,,,,,32.8008,-96.7884,anonymous,EN,1,616a2c62035c8cb1b94c7fd8,2,2,2,4,,6,1,0,100,0,100,The human owns it so they are responsible for anything that happens.,2,,,,,,,,,,2,,3,,36,5,,1,13,616a2c62035c8cb1b94c7fd8
2023-10-16 14:56:02,2023-10-16 15:02:59,0,47.232.171.47,100,416,1,2023-10-16 15:02:59,R_1cY4g79JkXTdLhs,,,,,34.1836,-118.2963,anonymous,EN,1,5e77ddfc72aeaa35b4b2a8ed,2,1,2,4,,,,,,,,,,4,,,30,70,30,70,Although AEON is providing a copilot mode. You as a driver are still liable for any accident. Simply because you decided to use the copilot mode.,1,1,,2,,30,4,,1,71,5e77ddfc72aeaa35b4b2a8ed
2023-10-16 15:00:31,2023-10-16 15:03:27,0,73.88.51.160,100,176,1,2023-10-16 15:03:28,R_ClWAVfBbZzVGr61,,,,,45.0196,-93.2402,anonymous,EN,1,62d35a2f3d108309e593b543,2,2,2,4,,,,,,,,,,,3,1,61,61,35,60,well the car can malfunction but the owner should be paying attention,1,1,,3,,20,3,,1,82,62d35a2f3d108309e593b543
2023-10-16 15:00:42,2023-10-16 15:03:34,0,47.199.55.10,100,172,1,2023-10-16 15:03:35,R_3n7pRuhOIfs1y8O,,,,,28.2137,-82.6809,anonymous,EN,1,59f5c7f405d1d60001f14399,2,2,2,4,5,,,11,86,21,94,"The human driver should still be paying attention to the giant weapon (car) they're riding around in. Even with an assistant, they are still the mind in control.",2,,,,,,,,,,2,,3,,44,4,,2,4,59f5c7f405d1d60001f14399
2023-10-16 14:59:46,2023-10-16 15:03:36,0,98.37.106.229,100,230,1,2023-10-16 15:03:37,R_vejPpH2Q26YYcMh,,,,,37.6652,-121.8734,anonymous,EN,1,630abefa2e2a5053ffe0636d,2,2,2,4,,,,,,,,,,,3,1,70,60,60,55,The company gave the human driver the confidence that the AI is more advanced than it actually is.,2,1,,2,,29,3,,2,50,630abefa2e2a5053ffe0636d
2023-10-16 14:59:32,2023-10-16 15:03:39,0,172.116.244.219,100,246,1,2023-10-16 15:03:40,R_29v8bXrgK7kRJEM,,,,,33.7499,-117.9071,anonymous,EN,1,60efa510e3cdfbbf4d7c355b,2,2,2,4,2,,,100,70,80,85,"The human is more liable because texting and driving is illegal, they should never have reached for their phone in the first place, even with the autopilot mode engaged as they know the system isn't perfect. Though it doesn't absolve the company from liability since they are promoting an ""autopilot"" that isn't an autopilot or autonomous or whatever marketing jargon these companies use.",2,,,,,,,,,,1,,3,,24,1,,1,60,60efa510e3cdfbbf4d7c355b
2023-10-16 15:01:01,2023-10-16 15:03:42,0,68.47.197.62,100,161,1,2023-10-16 15:03:43,R_3FXaoomePedW3pC,,,,,36.0758,-87.4,anonymous,EN,1,5dc6e8472865554f0289bb6d,2,2,2,4,,,,,,,,,,4,,,70,71,61,100,"The huma should still pay attention, ai is limited still.",1,2,,3,,32,3,,1,16,5dc6e8472865554f0289bb6d
2023-10-16 14:38:22,2023-10-16 15:03:59,0,99.67.144.59,100,1536,1,2023-10-16 15:03:59,R_8q2qHMa99oVpQxH,,,,,32.8057,-117.0303,anonymous,EN,1,5d30cabd5124970019cb706c,2,2,2,4,,2,1,75,61,78,65,the car is driving the man hom its probably suppose to be able to read if another car is coming and if there is a stop sign,2,,,,,,,,,,1,,4,,28,3,,1,24,5d30cabd5124970019cb706c
2023-10-16 14:56:15,2023-10-16 15:04:12,0,207.255.200.142,100,477,1,2023-10-16 15:04:13,R_5jb2y3RdY5czXFv,,,,,39.6545,-78.7665,anonymous,EN,1,581d5500930a280001062d83,2,2,2,4,,6,1,29,30,40,70,"I think they are equally liable. the autopilot should have worked properly, but the human is also responsible for paying attention in case something goes wrong.",2,,,,,,,,,,2,,3,,67,3,,1,45,581d5500930a280001062d83
2023-10-16 14:59:22,2023-10-16 15:04:17,0,174.239.57.85,100,294,1,2023-10-16 15:04:18,R_3CPgRJzaG1NT1t2,,,,,36.1671,-86.7861,anonymous,EN,1,60fcecdc6f636daa96334854,2,2,2,4,,6,1,90,10,75,25,"I think Aeon is more liable for the accident because it advertised that the feature is an “autopilot” feature, but the feature did not perform in this manner.",2,,,,,,,,,,1,,3,,23,4,,1,15,60fcecdc6f636daa96334854
2023-10-16 14:54:06,2023-10-16 15:04:18,0,70.180.120.2,100,612,1,2023-10-16 15:04:19,R_12nIYyRQVOo9sCp,,,,,29.9046,-90.0501,anonymous,EN,1,5cc33788666a7c0017b159df,2,2,2,4,,,,,,,,,,,2,1,39,42,78,43,You can say that both are at fault but because the company has promises made for their technology you can inherently blame the company for fault. By the time he goes to check the text message it's alright driven past the stop sign. It's companies fault.,1,1,,2,,23,1,,2,67,5cc33788666a7c0017b159df
2023-10-16 15:00:53,2023-10-16 15:04:27,0,174.233.93.17,100,213,1,2023-10-16 15:04:28,R_2vdkq3zd7FqSENc,,,,,39.2891,-76.5583,anonymous,EN,1,6413672a835333b90d961eaa,1,2,2,4,,4,1,61,69,57,67,"I think they both are liable. The human needs to pay attention, but the company built the car with automated system /9 they should be partially liable ",2,,,,,,,,,,1,,3,,38,5,,1,30,6413672a835333b90d961eaa
2023-10-16 15:00:33,2023-10-16 15:04:29,0,68.226.90.109,100,236,1,2023-10-16 15:04:30,R_2fDo8H7yjz08e3l,,,,,41.8307,-71.3982,anonymous,EN,1,5e2610aad15fdb000c054503,2,2,2,4,,,,,,,,,,,4,1,40,61,40,61,"I think both share some responsibility here - the car function did not work as advertised, but the car owner should have exercised more caution.",1,1,,3,,59,4,,1,60,5e2610aad15fdb000c054503
2023-10-16 15:00:23,2023-10-16 15:04:39,0,128.187.112.27,100,256,1,2023-10-16 15:04:40,R_3kNUnFFkaKbLJiU,,,,,40.2584,-111.6591,anonymous,EN,1,5f6837758ab63d4814ea553f,2,2,2,4,,5,1,80,70,80,70,"The human should be in control of the car, but the company has branded and marketed itself as an automated driving system. If it cannot be trusted to drive, it should not exist.",2,,,,,,,,,,1,,3,,43,4,,1,30,5f6837758ab63d4814ea553f
2023-10-16 15:02:23,2023-10-16 15:04:57,0,68.98.121.133,100,154,1,2023-10-16 15:04:58,R_bxyIFm0vtQZHLkR,,,,,33.342,-112.1735,anonymous,EN,1,5dce3ccc32ccbf0cd54263db,2,2,2,4,,5,1,80,64,17,41,Because the machine they created holds more control of the vehicle.,2,,,,,,,,,,2,,4,,24,4,,1,32,5dce3ccc32ccbf0cd54263db
2023-10-16 15:00:32,2023-10-16 15:05:13,0,97.71.217.131,100,281,1,2023-10-16 15:05:13,R_vw5l3EOT65k4cIF,,,,,28.3089,-81.3708,anonymous,EN,1,6450232e9f5374ff63a6b795,2,2,2,4,,,,,,,,,,,5,1,40,86,70,45,"I believe the company is liable for the damages because they are the ones who created the system in the first place. However, the human driver has some liability because they participated knowing and accepting the possible cons. ",1,1,,4,,28,4,,1,32,6450232e9f5374ff63a6b795
2023-10-16 15:00:06,2023-10-16 15:05:20,0,172.59.65.15,100,313,1,2023-10-16 15:05:21,R_2YcawCmVrYGTg2C,,,,,30.2884,-81.6361,anonymous,EN,1,5e13ae0001423fa05002c59a,2,2,2,4,,4,1,77,62,73,67,"If the autopilot is supposed to.make that stop, then the company and the system are to blame. The human should always pay attention though",2,,,,,,,,,,1,,2,,36,4,,1,32,5e13ae0001423fa05002c59a
2023-10-16 14:58:23,2023-10-16 15:05:25,0,99.61.205.129,100,422,1,2023-10-16 15:05:26,R_3nH7E8r7di5E4Xj,,,,,42.0364,-88.324,anonymous,EN,1,5e74508464051f3bc699a3ee,2,1,2,4,,,,,,,,,,5,,,75,75,75,75,I believe both parties are at fault. The system should have stopped the car but the human should have been paying attention.,1,1,,3,,33,3,,1,26,5e74508464051f3bc699a3ee
2023-10-16 15:01:48,2023-10-16 15:05:26,0,136.62.156.146,100,217,1,2023-10-16 15:05:26,R_3pn9uK7gCWUGWYC,,,,,30.2627,-97.7467,anonymous,EN,1,62b1e73c146dfd1d162fdf11,2,1,2,4,,,,,,,,,,,4,1,0,100,0,100,the human is more liable as they are still the primary controller of the vehicle. The copilot system is simply an assist tool and can not be relied upon for emergency situations,1,1,,3,,32,3,,1,71,62b1e73c146dfd1d162fdf11
2023-10-16 15:00:49,2023-10-16 15:05:42,0,76.217.129.76,100,292,1,2023-10-16 15:05:43,R_2WNlG0KgkWsK3iP,,,,,33.0562,-117.2688,anonymous,EN,1,5cb553b7a0ccb30017e5b617,2,2,2,4,,6,1,100,0,100,0,"Aeon and the company are liable for the accident because the scenario states that the man is ""being driven"", so it would be the same as if the man were in a taxi and got into an accident. The taxi driver is liable not the passenger.",2,,,,,,,,,,2,,3,,62,4,,1,70,5cb553b7a0ccb30017e5b617
2023-10-16 15:01:49,2023-10-16 15:05:44,0,70.237.160.178,100,234,1,2023-10-16 15:05:45,R_2CTxLLIcKMYidj4,,,,,35.4971,-97.733,anonymous,EN,1,5ef02a29cb94ad54375691e7,2,2,2,4,,,,,,,,,,,4,1,2,100,0,100,"The human driver. Even though we have automated vehicles, we still need to have humans able to take over in instances such as this.",1,1,,3,,27,4,,1,41,5ef02a29cb94ad54375691e7
2023-10-16 14:59:38,2023-10-16 15:06:16,0,108.34.246.95,100,397,1,2023-10-16 15:06:17,R_AyyEFEvOuteibWp,,,,,41.886,-71.3457,anonymous,EN,1,5e9f397c9286a70c1279d0b4,2,1,2,4,,5,1,30,80,80,100,The human put his full faith in an automated system that obviously still has some flaws. He was not on guard to takeover if something were happen or if their was a system failure or mishap.,2,,,,,,,,,,1,,3,,50,4,,1,40,5e9f397c9286a70c1279d0b4
2023-10-16 15:00:49,2023-10-16 15:06:59,0,71.79.53.31,100,370,1,2023-10-16 15:07:00,R_3LXWLjI8D5ejgxK,,,,,39.8255,-84.2012,anonymous,EN,1,5f820184fead31302b6c37be,2,2,2,4,,,,,,,,,,4,,,33,100,20,100,"Because no matter what the human is behind the wheel and needs to be paying attention. ",2,2,,3,,27,1,,1,70,5f820184fead31302b6c37be
2023-10-16 14:57:57,2023-10-16 15:07:36,0,104.188.120.232,100,579,1,2023-10-16 15:07:37,R_2ZVMgZH3bKOpdjl,,,,,34.6848,-92.2813,anonymous,EN,1,637b475a9348347c70dbdd4a,1,2,2,4,,,,,,,,,,,4,1,69,63,76,56,the company should have made sure the car functioned well the driver should also not be texting while driving.,2,1,,1,,49,3,,1,65,637b475a9348347c70dbdd4a
2023-10-16 14:59:03,2023-10-16 15:07:47,0,104.255.163.10,100,524,1,2023-10-16 15:07:48,R_299ULCvTcmB1ZoW,,,,,37.9227,-83.261,anonymous,EN,1,5bdb5e785e77d9000147e94d,2,1,2,4,,,,,,,,,,4,,,80,60,60,80,the human still should have been paying attention so he is liable,1,2,,3,,56,1,,1,10,5bdb5e785e77d9000147e94d
2023-10-16 15:03:11,2023-10-16 15:08:02,0,24.252.151.82,100,290,1,2023-10-16 15:08:03,R_3s1htuMlPtb2WPg,,,,,41.3844,-81.7003,anonymous,EN,1,610945ba1656f2e0fe132bd6,2,2,2,4,5,,,100,74,88,62,"The company advertised a product that is capable of taking over essential driving functions and then failed to do so. Therefore, I think that they are more at fault. However, in the world of automated driving, I don't think that we are at a point yet where you can fully trust a car to detect something like a stop sign or a person if they were to walk in front of the car. I think you still have a responsibility as the driver to be aware of your surroundings. ",2,,,,,,,,,,2,,3,,25,7,,1,54,610945ba1656f2e0fe132bd6
2023-10-16 15:08:34,2023-10-16 15:10:57,0,192.198.57.230,100,142,1,2023-10-16 15:10:58,R_2fm9ZvVO6B9bPi0,,,,,39.0021,-85.627,anonymous,EN,1,62728884995a1a76605d0214,2,2,2,4,4,,,41,30,61,51,The human driver he was in charge of the vehicle and should be watching what he is doing.,2,,,,,,,,,,2,,3,,45,3,,2,39,62728884995a1a76605d0214
2023-10-16 15:00:02,2023-10-16 15:11:07,0,98.43.1.176,100,664,1,2023-10-16 15:11:07,R_2QRFqZ0gMf6VHW9,,,,,39.696,-105.0346,anonymous,EN,1,5588b04ffdf99b7a91e75ddb,2,2,3,4,,,,,,,,,,4,,,0,100,0,100,"I believe regardless of help, this system was a co pilot not fully a pilot meaning humans need to be active in most major decisions. There are limits and you need to take responsibility for many actions ",1,1,,3,,56,3,,1,25,5588b04ffdf99b7a91e75ddb
2023-10-16 15:02:55,2023-10-16 15:11:25,0,69.215.136.104,100,510,1,2023-10-16 15:11:26,R_0cbpOojtll7vuCZ,,,,,32.339,-97.4163,anonymous,EN,1,63cef68c73e5d88fe27c36c8,2,2,2,4,,,,,,,,,,6,,,70,30,67,30,The job of the autopilot is to take entire control of the vehicle for the people inside without any outside interference. It wouldn't be the passenger's fault the autopilot clearly made a mistake and missed the red sign it was supposed to see. The passenger is allowed to be preoccupied with other things since the car is driving itself.,1,2,,3,,49,8,Associate's degree,2,36,63cef68c73e5d88fe27c36c8
2023-10-16 15:02:15,2023-10-16 15:12:29,0,99.187.156.100,100,614,1,2023-10-16 15:12:30,R_2AGBOafDuM2RU0h,,,,,35.6014,-82.4895,anonymous,EN,1,5dd35813794e103649612ffd,2,2,2,4,,,,,,,,,,,4,1,75,75,75,90,"This is tough, because the copilot should be responsible, but I think the ULTIMATE responsibility lies with the human until these cars are foolproof.  I think that may be when ALL cars are copiloted or self driving and they can tell what the other is going to do to take out the human side and be more reliably safe.   ",1,2,,3,,55,4,,1,60,5dd35813794e103649612ffd
2023-10-16 15:01:48,2023-10-16 15:12:36,0,104.172.232.134,100,647,1,2023-10-16 15:12:36,R_1dG08BzMUn8573H,,,,,33.9924,-118.3991,anonymous,EN,1,60c108342e27c671e99791b4,2,2,2,4,,6,1,90,50,90,50,"Really, I think it depends on how the autopilot was explained to the driver, and how much they were advised to still pay attention to the road and be ready to take control. Without this additional information, I would default toward the autopilot/company being responsible, because if something is called or described as autopilot, I think most people would expect it to be fully automated.",2,,,,,,,,,,2,,3,,44,4,,1,85,60c108342e27c671e99791b4
2023-10-16 15:02:26,2023-10-16 15:13:12,0,184.155.104.196,100,646,1,2023-10-16 15:13:13,R_2wjjkOOprYlNDyW,,,,,33.7174,-85.8404,anonymous,EN,1,5834a80a106ee1000120abd3,2,2,2,4,,5,1,90,100,90,100,"The human driver is responsible for making the decision to use (and trust) the autopilot. He is in charge of the vehicle, so the prime responsibility is his.

However, Aeon also shares a large part of the responsibility for providing a product that is incapable of fulfilling it's primary function, when the safety of others depends on it. ",2,,,,,,,,,,2,,3,,65,3,,1,51,5834a80a106ee1000120abd3
2023-10-16 15:12:06,2023-10-16 15:19:42,0,74.83.44.43,100,456,1,2023-10-16 15:19:43,R_2WDrQbsiPkP6Hfc,,,,,39.1256,-84.5127,anonymous,EN,1,63d13b6c6f400faae3922c44,2,2,2,4,,,,,,,,,,,4,1,20,80,20,80,"As mentioned previously, there are different levels of automation in vehicles. Since you have not clearly given me a designation for Aeon, I will have to use the designation I gave it, which has a human monitoring. As such, the human is liable for his negligent cell phone checking when he should have been monitoring.

Now if the car is advertised as fully autonomous with no human monitoring required, I would find fault with the company, and not the human driver.",1,1,,3,,39,1,,1,61,63d13b6c6f400faae3922c44
2023-10-16 14:59:11,2023-10-16 15:19:54,0,173.31.106.224,100,1243,1,2023-10-16 15:19:55,R_3rH4vToWOAphbSx,,,,,41.9846,-91.627,anonymous,EN,1,592d00d3b885e8000191bc39,2,2,2,4,,,,,,,,,,4,,,80,90,85,90,I think that they are both liable because the human should always be paying attention when driving even if the copilot is on and clearly the copilot didn't do what the company promised it would.,1,2,,3,,31,3,,1,20,592d00d3b885e8000191bc39
2023-10-16 15:06:06,2023-10-16 15:33:47,0,70.187.168.147,100,1661,1,2023-10-16 15:33:48,R_z0zjKlyEDlM7SEh,,,,,33.5409,-117.7846,anonymous,EN,1,5be08e69610cba000151f1f7,2,2,2,4,,4,1,100,75,100,51,Both are responsible more so the company however as they are telling the driver it is ok to be distracted as the car will pay attention,2,,,,,,,,,,1,,5,,27,7,,1,25,5be08e69610cba000151f1f7
